"username","tweet_id","text","url","replies","likes","retweets"
"@snaim247","1718292965993664833","Kah...time ni masa yg sesuai utk kedai kopi lokal, kecik atau besar kena menyinar. Buat marketing dgn tunjuk benda betul, bersolidariti. Manfaatkan masa jerung tengah lemah, keluarkan semua yg ada. #supportlokal #BoycottMcDonalds","https://twitter.com/snaim247/status/1718292965993664833","0","0","0"
"@InfoKongsi","1717205167224115323","tetap boikot #BoycottMcDonalds","https://twitter.com/InfoKongsi/status/1717205167224115323","0","1","1"
"@InfoKongsi","1717204586396811569","tetap boikot @McDMalaysia #BoycottMcDonalds","https://twitter.com/InfoKongsi/status/1717204586396811569","0","0","0"
"@Da06Ray","1717122841529757888","Pakistani intehai ghatiya qoum hain. Sirf itna bola hai k McDonald's KFC Coca Cola Pamper or is tarha ki 2,4 cheezain chor do. Par nahi in khabeeso ki zindagi hi in cheezonse chalti hai. Bhar me gai Ummat e Muslimah. Party nahi rukni chahye.

#BoycottMcDonalds","https://twitter.com/Da06Ray/status/1717122841529757888","0","1","0"
"@pmanlixious","1717016153548317112","Gw bs makan di McD 2-3x seminggu. Ud jadi habit kalau lagi jalan kemanapun, tempat terakhir basiannya pst di McD. 
Tapi sejak minggu ini gw udah berhenti kesana #BoycottMcDonalds.

 Agak berat sih krn jarang ad tempat nongkrong alternatif senyaman dan semurah McD. #FreePalestine","https://twitter.com/pmanlixious/status/1717016153548317112","0","0","0"
"@21_mozza","1716825189697339464","#BoycottMcDonalds
#BoycottStarbucks 
Lagian aku gk pernah pergi ke tempat itu bng 😁","https://twitter.com/21_mozza/status/1716825189697339464","1","1","0"
"@bonekabapeng","1713863468905009315","Harapkan yang terbaik, rencanakan yang terburuk...

#BoycottMcDonalds
#GenocideinGaza","https://twitter.com/bonekabapeng/status/1713863468905009315","0","0","0"
"@gembor25","1713628219616919609","#BoycottMcDonalds
Setiap sen yg km keluar kan di Mc D' akan jadi peluru buat bunuh in saudara kita di palestine","https://twitter.com/gembor25/status/1713628219616919609","0","0","0"
"@mamangrtweet","1713620483718234309","udah pake tag ini #BoycottMcDonalds mas Gub?","https://twitter.com/mamangrtweet/status/1713620483718234309","0","0","0"
"@mamangrtweet","1713619796385014148","sory Bos.
Iman Muslim itu 1 tubuh.
@McDonalds_ID Indo harus ambil sikap.
pasar Indo itu gede dan mayoritas disini Muslim, juga Indonesia berdiri dengan Palestina.
pokoknya #BoycottMcDonalds .
1 lagi, Rejeki itu bagaikan air hujan","https://twitter.com/mamangrtweet/status/1713619796385014148","0","0","0"
"@Realjamal_015","1713617583616749769","Pakistan ma unity nahi ha Ghareeb Banda or middle class Banda hi qurbani deta Ameer Banda sirf Comment parhta or tweet krta ghr beth k afsoos #BoycottMcDonalds","https://twitter.com/Realjamal_015/status/1713617583616749769","0","0","0"
"@Realjamal_015","1713617222327803934","Ma ny aaj Karachi ma dekha log McDonald's ma b ja rhy or KFC ma b full tha logon ma sharm nahi ha Paisa ha na kia bolen 🥺 #BoycottMcDonalds #Boycott #INDvsPAK #IndiavsPak","https://twitter.com/Realjamal_015/status/1713617222327803934","0","0","0"
"@Bambang18579814","1713580959659135192","#BoycottMcDonalds
#BoycottMcDonalds 
Karena saya tdk ingin malaikat bertanya uangmu kau belanjakan untuk apa?... Membunuh saudaramu di Palestina?...","https://twitter.com/Bambang18579814/status/1713580959659135192","0","8","2"
"@bethorokollo","1713550043742093694","Momen yang pas untuk kuliner Nusantara jadi favorit
#BoycottMcDonalds","https://twitter.com/bethorokollo/status/1713550043742093694","1","1","0"
